p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
6.44E-24,0.410828174,0.379,0.17,1.93E-19,38,IQGAP2
6.45E-24,0.446265615,0.718,0.479,1.93E-19,38,STAG2
7.93E-24,0.411316218,0.385,0.176,2.37E-19,38,LINC00882
1.71E-23,0.579768632,0.403,0.202,5.11E-19,38,NFKB1
1.73E-23,0.478120783,0.748,0.516,5.16E-19,38,TRIM24
1.73E-23,0.27739241,0.267,0.099,5.16E-19,38,SEMA3C
1.74E-23,0.276653579,0.37,0.163,5.20E-19,38,SLC25A37
1.82E-23,0.404711631,0.455,0.228,5.45E-19,38,ANKUB1
2.86E-23,0.266091779,0.373,0.165,8.57E-19,38,CFAP44
3.15E-23,0.310716924,0.239,0.087,9.41E-19,38,RELB
3.66E-23,0.280056963,0.415,0.193,1.10E-18,38,LRRIQ1
4.06E-23,0.314958783,0.433,0.209,1.21E-18,38,CUEDC1
4.14E-23,0.288591407,0.336,0.145,1.24E-18,38,PNRC1
4.31E-23,0.462508148,0.664,0.433,1.29E-18,38,TAB2
9.37E-23,0.33625949,0.476,0.244,2.80E-18,38,DARS
9.71E-23,0.449217208,0.712,0.494,2.90E-18,38,PIAS1
1.27E-22,0.311086418,0.385,0.18,3.80E-18,38,IL6ST
1.29E-22,0.372543185,0.561,0.318,3.85E-18,38,ARMC9
1.31E-22,0.482884888,0.8,0.596,3.92E-18,38,MARCKS
1.37E-22,0.419509142,0.779,0.565,4.10E-18,38,LRP6
1.60E-22,0.376557144,0.585,0.348,4.78E-18,38,SLC35F5
2.98E-22,0.31556874,0.421,0.205,8.92E-18,38,SSFA2
3.21E-22,0.513934102,0.509,0.293,9.60E-18,38,FAM107B
3.32E-22,0.326636976,0.318,0.137,9.92E-18,38,TNIP1
3.38E-22,0.303849933,0.397,0.181,1.01E-17,38,ADAMTS6
3.39E-22,0.326472486,0.361,0.161,1.01E-17,38,CTNNAL1
3.41E-22,0.309748587,0.373,0.172,1.02E-17,38,SELENON
3.83E-22,0.359731904,0.618,0.368,1.15E-17,38,SMARCA1
3.83E-22,0.410633877,0.545,0.311,1.15E-17,38,AMOTL1
3.98E-22,0.290432534,0.412,0.193,1.19E-17,38,FIRRE
4.53E-22,0.299605035,0.409,0.195,1.36E-17,38,DDR1
4.78E-22,0.29682928,0.421,0.206,1.43E-17,38,KDELR1
5.57E-22,0.364220949,0.285,0.115,1.67E-17,38,FAM129A
6.74E-22,0.370522538,0.667,0.419,2.02E-17,38,APLP2
7.26E-22,0.383300782,0.764,0.492,2.17E-17,38,CECR2
7.33E-22,0.488532306,0.7,0.496,2.19E-17,38,ZNF644
8.25E-22,0.419201969,0.533,0.3,2.47E-17,38,SLC39A11
8.42E-22,0.306703232,0.736,0.455,2.52E-17,38,PTPRK
8.95E-22,0.392772838,0.564,0.334,2.68E-17,38,TTC19
9.23E-22,0.547913531,0.558,0.328,2.76E-17,38,RNF19A
9.52E-22,0.417984263,0.842,0.659,2.85E-17,38,NFAT5
1.05E-21,0.279442236,0.376,0.171,3.13E-17,38,MCC
1.47E-21,0.399394976,0.57,0.33,4.39E-17,38,CBR4
1.80E-21,0.332654812,0.409,0.198,5.39E-17,38,CASC9
2.31E-21,0.376005276,0.582,0.338,6.90E-17,38,IGF2R
2.41E-21,0.308096454,0.415,0.206,7.20E-17,38,SLC7A6
3.66E-21,0.255612228,0.276,0.112,1.09E-16,38,LIX1L
3.71E-21,0.369310102,0.461,0.242,1.11E-16,38,NPC1
3.80E-21,0.291078268,0.397,0.19,1.14E-16,38,DAP
3.91E-21,0.420295355,0.63,0.394,1.17E-16,38,ANTXR1
4.14E-21,0.406691537,0.597,0.355,1.24E-16,38,ARNT2
4.99E-21,0.31054706,0.512,0.268,1.49E-16,38,LTBP1
5.02E-21,0.30365765,0.494,0.264,1.50E-16,38,CD2AP
5.84E-21,0.421743091,0.867,0.693,1.75E-16,38,HIPK2
7.55E-21,0.258110114,0.361,0.163,2.26E-16,38,PON2
8.14E-21,0.399248654,0.603,0.369,2.43E-16,38,GALNT2
8.61E-21,0.260176438,0.33,0.146,2.58E-16,38,MAGED2
1.17E-20,0.465836147,0.445,0.245,3.50E-16,38,SLC4A5
1.26E-20,0.295838698,0.397,0.194,3.77E-16,38,TMEM47
1.69E-20,0.495540195,0.791,0.607,5.05E-16,38,NKAIN3
1.95E-20,0.435388204,0.367,0.174,5.83E-16,38,SLC7A11
2.29E-20,0.41740048,0.561,0.33,6.85E-16,38,SPAG16
2.34E-20,0.271640512,0.258,0.102,6.99E-16,38,SLC9A9
2.74E-20,0.353760796,0.445,0.234,8.19E-16,38,EIF3E
3.94E-20,0.308320304,0.403,0.202,1.18E-15,38,GALNT7
4.12E-20,0.284492153,0.418,0.205,1.23E-15,38,NECTIN3
4.43E-20,0.419895305,0.642,0.413,1.33E-15,38,OFD1
4.50E-20,0.3512021,0.976,0.945,1.34E-15,38,RERE
5.24E-20,0.355903575,0.548,0.315,1.57E-15,38,ANKRD6
6.49E-20,0.417348961,0.433,0.231,1.94E-15,38,CLVS1
7.24E-20,0.252677363,0.261,0.104,2.16E-15,38,NFATC2
8.21E-20,0.381556009,0.639,0.412,2.46E-15,38,CORO1C
8.44E-20,0.316889065,0.27,0.112,2.52E-15,38,STPG2
1.04E-19,0.302790762,0.385,0.191,3.12E-15,38,NECTIN2
1.41E-19,0.269315488,0.345,0.163,4.21E-15,38,RSRP1
1.44E-19,0.373701179,0.655,0.407,4.31E-15,38,NXN
1.61E-19,0.287218892,0.406,0.204,4.81E-15,38,HMGN3
1.76E-19,0.357492098,0.788,0.575,5.27E-15,38,TEAD1
2.18E-19,0.333282488,0.864,0.691,6.53E-15,38,SLC35F1
2.33E-19,0.275028428,0.321,0.146,6.97E-15,38,SLC44A2
2.67E-19,0.283560054,0.412,0.21,7.98E-15,38,PER2
2.74E-19,0.375363918,0.824,0.66,8.20E-15,38,CSNK1A1
2.82E-19,0.345242553,0.545,0.321,8.44E-15,38,EPS8
2.87E-19,0.293295523,0.655,0.388,8.58E-15,38,NHSL1
3.17E-19,0.37352003,0.418,0.217,9.48E-15,38,AC090502.1
3.30E-19,0.496608804,0.6,0.389,9.88E-15,38,STXBP5L
3.32E-19,0.263286096,0.23,0.09,9.94E-15,38,PROS1
3.68E-19,0.368330171,0.842,0.655,1.10E-14,38,PCCA
5.25E-19,0.31471062,0.779,0.579,1.57E-14,38,ARHGAP5
5.42E-19,0.332989917,0.527,0.309,1.62E-14,38,PHC2
5.82E-19,0.374933052,0.564,0.343,1.74E-14,38,RNF145
6.64E-19,0.306634374,0.479,0.264,1.99E-14,38,CAST
6.85E-19,0.363127681,0.37,0.179,2.05E-14,38,GRIK1
8.02E-19,0.250736482,0.648,0.385,2.40E-14,38,NELL2
8.26E-19,0.39759086,0.533,0.325,2.47E-14,38,STX12
9.87E-19,0.4310949,0.585,0.357,2.95E-14,38,ITGB8
1.32E-18,0.361880605,0.591,0.365,3.95E-14,38,MED12L
1.64E-18,0.396375702,0.836,0.679,4.92E-14,38,BTBD9
1.97E-18,0.310335145,0.294,0.132,5.91E-14,38,CCDC102B
1.98E-18,0.324765858,0.582,0.346,5.94E-14,38,RFX2
1.99E-18,0.323098822,0.367,0.185,5.95E-14,38,ARL4C
2.45E-18,0.31678429,0.597,0.364,7.34E-14,38,FRS2
3.02E-18,0.302419021,0.37,0.187,9.04E-14,38,CYTH3
3.58E-18,0.370216905,0.458,0.256,1.07E-13,38,FRMD3
3.67E-18,0.286539691,0.361,0.179,1.10E-13,38,GNS
4.43E-18,0.314977615,0.7,0.457,1.33E-13,38,SCAF11
5.37E-18,0.447271488,0.694,0.511,1.61E-13,38,RAB3GAP2
6.74E-18,0.36157845,0.388,0.201,2.02E-13,38,UNC5B
7.25E-18,0.357817226,0.991,0.973,2.17E-13,38,MACF1
9.45E-18,0.328294795,0.533,0.312,2.83E-13,38,SH3PXD2B
1.18E-17,0.318358966,0.585,0.353,3.52E-13,38,GRAMD1B
1.24E-17,0.284289787,0.409,0.214,3.72E-13,38,LPIN2
1.28E-17,0.295088316,0.345,0.171,3.82E-13,38,FBXL13
1.69E-17,0.295292718,0.355,0.18,5.04E-13,38,AAGAB
2.25E-17,0.326862268,0.427,0.23,6.72E-13,38,AL022068.1
2.79E-17,0.380456885,0.591,0.376,8.34E-13,38,DNAH14
3.12E-17,0.258766965,0.655,0.405,9.33E-13,38,GRIA3
3.19E-17,0.310886839,0.427,0.234,9.55E-13,38,CHSY1
3.26E-17,0.271795411,0.248,0.107,9.75E-13,38,PRNP
3.33E-17,0.352423092,0.609,0.401,9.97E-13,38,SAMD4B
4.77E-17,0.262787133,0.294,0.135,1.43E-12,38,SPATA17
4.87E-17,0.366678205,0.785,0.555,1.46E-12,38,RAD51B
5.31E-17,0.250270765,0.206,0.08,1.59E-12,38,PDGFD
5.88E-17,0.294478973,0.445,0.248,1.76E-12,38,SIN3A
6.14E-17,0.314987551,0.533,0.324,1.84E-12,38,ABHD2
6.76E-17,0.312823363,0.579,0.357,2.02E-12,38,METTL15
7.36E-17,0.414294964,0.733,0.534,2.20E-12,38,SIK2
7.67E-17,0.287663532,0.645,0.414,2.29E-12,38,SVIL
9.05E-17,0.252937101,0.388,0.202,2.71E-12,38,TCEAL9
1.46E-16,0.412629517,0.706,0.486,4.37E-12,38,LMCD1-AS1
1.84E-16,0.671912801,0.442,0.252,5.51E-12,38,TNC
2.11E-16,0.376502553,0.63,0.421,6.32E-12,38,SLC44A5
2.13E-16,0.257623159,0.315,0.152,6.37E-12,38,NR3C1
2.99E-16,0.362846756,0.648,0.439,8.95E-12,38,BABAM2
3.27E-16,0.274804859,0.415,0.225,9.77E-12,38,KIAA1671
3.37E-16,0.329465506,0.412,0.229,1.01E-11,38,SQSTM1
3.96E-16,0.323699315,0.212,0.085,1.18E-11,38,LINC01091
6.50E-16,0.29246408,0.5,0.301,1.94E-11,38,CTTNBP2NL
8.93E-16,0.317078811,0.924,0.844,2.67E-11,38,SETD5
1.02E-15,0.302340263,0.879,0.733,3.06E-11,38,BAZ2B
1.20E-15,0.263433477,0.467,0.272,3.59E-11,38,MAPK1IP1L
1.26E-15,0.312843202,0.427,0.245,3.77E-11,38,ELMSAN1
1.27E-15,0.268017496,0.509,0.298,3.78E-11,38,ZFAND6
1.42E-15,0.295714355,0.282,0.134,4.24E-11,38,ID4
1.53E-15,0.25518531,0.385,0.207,4.56E-11,38,VPS37B
1.70E-15,0.257568808,0.458,0.261,5.10E-11,38,PDIA3
1.93E-15,0.397097031,0.676,0.483,5.76E-11,38,AHCYL2
1.97E-15,0.359384376,0.618,0.417,5.88E-11,38,LENG8
2.27E-15,0.319194973,0.806,0.613,6.79E-11,38,GOLGB1
2.43E-15,0.268351055,0.494,0.296,7.26E-11,38,P4HA1
2.65E-15,0.447390932,0.361,0.202,7.91E-11,38,LEMD1
2.65E-15,0.303176378,0.524,0.331,7.94E-11,38,KIF9-AS1
3.66E-15,0.253538584,0.485,0.284,1.10E-10,38,FEZ2
4.05E-15,0.263837576,0.279,0.133,1.21E-10,38,ZBTB16
4.07E-15,0.323287364,0.833,0.676,1.22E-10,38,MAP4
4.28E-15,0.251401232,0.455,0.257,1.28E-10,38,STXBP4
4.35E-15,0.292406353,0.642,0.409,1.30E-10,38,LDLRAD3
4.47E-15,0.307376305,0.47,0.278,1.34E-10,38,EFCAB2
4.63E-15,0.277418663,0.245,0.11,1.39E-10,38,FOSB
4.81E-15,0.49538563,0.612,0.423,1.44E-10,38,CHST11
5.08E-15,0.351742352,0.582,0.394,1.52E-10,38,TRPC1
5.09E-15,0.308370779,0.718,0.489,1.52E-10,38,ACTG1
5.12E-15,0.257557036,0.3,0.15,1.53E-10,38,VANGL2
5.18E-15,0.263108967,0.4,0.217,1.55E-10,38,KLHL13
5.35E-15,0.266197366,0.312,0.158,1.60E-10,38,CD276
6.18E-15,0.259936193,0.506,0.299,1.85E-10,38,TPTEP2-CSNK1E
7.65E-15,0.284969434,0.464,0.276,2.29E-10,38,SRSF5
8.33E-15,0.256206522,0.415,0.232,2.49E-10,38,AKT2
8.82E-15,0.292197745,0.6,0.397,2.64E-10,38,PTPRF
1.06E-14,0.298961069,0.603,0.4,3.16E-10,38,CCDC18-AS1
1.06E-14,0.2929704,0.87,0.715,3.18E-10,38,PNISR
1.17E-14,0.281193349,0.518,0.321,3.49E-10,38,STAT3
1.28E-14,0.38017529,0.864,0.736,3.83E-10,38,CCDC144NL-AS1
1.42E-14,0.336728179,0.573,0.372,4.26E-10,38,CRY1
1.42E-14,0.275564451,0.412,0.234,4.26E-10,38,ZBTB38
1.51E-14,0.338120582,0.845,0.724,4.52E-10,38,PCDHGA2
1.75E-14,0.277079437,0.436,0.248,5.24E-10,38,IQCK
2.01E-14,0.258257576,0.37,0.201,6.01E-10,38,TMEM65
2.77E-14,0.296568394,0.327,0.172,8.28E-10,38,ARSB
2.93E-14,0.269518782,0.352,0.19,8.75E-10,38,PER1
3.09E-14,0.297780305,0.948,0.881,9.25E-10,38,TNRC6B
3.79E-14,0.298924298,0.567,0.365,1.13E-09,38,ABCA5
4.25E-14,0.297860252,0.542,0.347,1.27E-09,38,CHKA
5.11E-14,0.262131087,0.482,0.288,1.53E-09,38,FAM214A
6.28E-14,0.26149864,0.57,0.365,1.88E-09,38,GCC2
6.88E-14,0.261925148,0.415,0.24,2.06E-09,38,TMEM232
9.82E-14,0.33125543,0.667,0.495,2.94E-09,38,FOCAD
1.03E-13,0.318083535,0.724,0.524,3.07E-09,38,CEP112
1.35E-13,0.28072564,0.597,0.392,4.03E-09,38,NUFIP2
1.36E-13,0.359579186,0.461,0.276,4.07E-09,38,ST6GALNAC5
1.37E-13,0.332929112,0.461,0.276,4.09E-09,38,CRIM1
1.37E-13,0.4303907,0.824,0.73,4.11E-09,38,DAAM1
1.50E-13,0.347049344,0.809,0.67,4.48E-09,38,STOX2
1.60E-13,0.279812283,0.309,0.165,4.80E-09,38,TNFRSF10B
1.66E-13,0.360545798,0.352,0.199,4.97E-09,38,TNFRSF21
1.81E-13,0.251833787,0.433,0.251,5.42E-09,38,DUSP16
1.92E-13,0.282015436,0.488,0.298,5.73E-09,38,LINC01572
2.37E-13,0.303940737,0.358,0.201,7.08E-09,38,PLEKHG2
3.04E-13,0.320243397,0.488,0.302,9.10E-09,38,MAST4
3.31E-13,0.26242952,0.618,0.416,9.91E-09,38,ARGLU1
3.32E-13,0.34030213,0.836,0.659,9.93E-09,38,NEBL
3.90E-13,0.268203131,0.442,0.261,1.17E-08,38,SLIT3
3.92E-13,0.319074534,0.536,0.357,1.17E-08,38,SPRED1
3.94E-13,0.274264252,0.306,0.16,1.18E-08,38,BTBD11
4.15E-13,0.293899632,0.585,0.395,1.24E-08,38,NSD1
4.88E-13,0.337142151,0.748,0.59,1.46E-08,38,UBE2H
6.49E-13,0.326782306,0.782,0.647,1.94E-08,38,PPP1R12A
8.56E-13,0.258141627,0.573,0.381,2.56E-08,38,TAX1BP1
9.60E-13,0.270765389,0.691,0.481,2.87E-08,38,KIAA1958
9.69E-13,0.283297364,0.488,0.299,2.90E-08,38,CDH11
1.03E-12,0.280838762,0.473,0.298,3.07E-08,38,IQGAP1
1.13E-12,0.27082844,0.427,0.259,3.38E-08,38,KLHL18
1.21E-12,0.34002433,0.43,0.268,3.61E-08,38,RAB30
1.43E-12,0.254251132,0.467,0.289,4.28E-08,38,TMBIM6
1.64E-12,0.300986732,0.594,0.413,4.90E-08,38,RALGPS2
1.68E-12,0.259962316,0.539,0.338,5.03E-08,38,ULK4
1.68E-12,0.254402501,0.482,0.303,5.03E-08,38,RIC1
2.21E-12,0.256881678,0.288,0.151,6.62E-08,38,DMGDH
2.55E-12,0.370408968,0.636,0.479,7.63E-08,38,ATP2B1
2.68E-12,0.25932423,0.533,0.341,8.02E-08,38,NFE2L2
3.68E-12,0.26808392,0.564,0.378,1.10E-07,38,MKL2
3.97E-12,0.288523148,0.403,0.243,1.19E-07,38,NFIC
4.16E-12,0.266484145,0.718,0.517,1.24E-07,38,PRKCE
4.30E-12,0.273729769,0.464,0.296,1.29E-07,38,FSIP2
4.46E-12,0.295143158,0.721,0.534,1.33E-07,38,NSMCE2
4.77E-12,0.251864457,0.824,0.688,1.43E-07,38,SON
5.62E-12,0.265316066,0.394,0.233,1.68E-07,38,WTAP
6.33E-12,0.266971269,0.591,0.41,1.89E-07,38,BCLAF1
6.87E-12,0.315902813,0.491,0.319,2.06E-07,38,INTS6
8.45E-12,0.324152251,0.612,0.442,2.53E-07,38,TACC2
1.08E-11,0.337098344,0.882,0.83,3.22E-07,38,ZSWIM6
1.10E-11,0.285567987,0.497,0.324,3.29E-07,38,GMDS-DT
1.20E-11,0.255587115,0.615,0.435,3.59E-07,38,MPDZ
1.24E-11,0.254290731,0.3,0.162,3.72E-07,38,AC091078.1
1.31E-11,0.279064111,0.53,0.349,3.93E-07,38,ARID5B
1.46E-11,0.250273963,0.424,0.263,4.36E-07,38,CAPZA1
1.52E-11,0.25079063,0.915,0.846,4.54E-07,38,SIK3
1.77E-11,0.263063004,0.473,0.302,5.29E-07,38,MCU
2.01E-11,0.283791368,0.845,0.675,6.03E-07,38,CUX1
2.93E-11,0.256467749,0.645,0.456,8.76E-07,38,FAM135A
3.50E-11,0.304230227,0.445,0.291,1.05E-06,38,IFT88
3.95E-11,0.35300695,0.47,0.319,1.18E-06,38,UNC80
6.00E-11,0.254594102,0.509,0.338,1.79E-06,38,APPBP2
6.81E-11,0.266560079,0.685,0.521,2.04E-06,38,11-Sep
9.56E-11,0.283082954,0.582,0.411,2.86E-06,38,BMPR1A
9.76E-11,0.303789502,0.697,0.547,2.92E-06,38,PHF21A
1.42E-10,0.25943998,0.379,0.233,4.25E-06,38,TMEM135
1.85E-10,0.254550563,0.842,0.755,5.54E-06,38,MKLN1
1.92E-10,0.287601588,0.476,0.321,5.74E-06,38,TXNIP
2.02E-10,0.364495194,0.564,0.407,6.03E-06,38,OSBPL6
2.29E-10,0.260944471,0.406,0.256,6.86E-06,38,AC025159.1
2.52E-10,0.260281744,0.624,0.447,7.53E-06,38,MTHFD1L
6.72E-10,0.264761776,0.652,0.498,2.01E-05,38,CCDC91
8.78E-10,0.256070823,0.409,0.267,2.63E-05,38,HIF1A
2.26E-09,0.25648227,0.776,0.646,6.76E-05,38,AFF4
4.58E-09,0.270971842,0.697,0.533,0.00013687,38,CSRNP3
5.44E-09,0.265728468,0.382,0.248,0.000162795,38,IGSF1
1.31E-08,0.257393388,0.715,0.602,0.000391115,38,ARHGEF12
2.73E-08,0.305767463,0.5,0.366,0.000815799,38,KCND2
0,2.487692405,0.966,0.099,0,39,TTC6
0,2.041203845,0.938,0.187,0,39,NTN1
0,1.951655319,0.683,0.023,0,39,KCNJ16
0,1.942529744,0.87,0.117,0,39,SPON1
0,1.260859494,0.575,0.058,0,39,AC007091.1
0,1.255006715,0.413,0.03,0,39,AC093772.1
0,1.196248653,0.671,0.083,0,39,LURAP1L
0,1.146431235,0.64,0.063,0,39,ARMC3
0,1.017176592,0.599,0.047,0,39,LINC02197
0,0.965730663,0.466,0.015,0,39,DCN
0,0.828848753,0.394,0.026,0,39,TACR1
0,0.775845297,0.5,0.034,0,39,ERICH3
0,0.625654321,0.37,0.016,0,39,TRABD2A
0,0.505985632,0.289,0.013,0,39,FNDC1
1.37E-293,1.410875382,0.665,0.089,4.09E-289,39,COL23A1
1.42E-239,1.592727392,0.863,0.197,4.24E-235,39,CADPS2
2.92E-234,3.319782654,1,0.454,8.74E-230,39,SLIT2
2.57E-225,1.897346352,0.807,0.164,7.68E-221,39,LINC01830
1.48E-220,1.300197385,0.894,0.189,4.44E-216,39,RSPO2
1.48E-206,1.761797449,0.96,0.287,4.42E-202,39,GLIS3
5.93E-205,0.821288514,0.528,0.074,1.77E-200,39,KITLG
1.31E-204,1.137916082,0.658,0.118,3.93E-200,39,ADAMTS12
2.80E-204,0.966573872,0.64,0.112,8.36E-200,39,STON1
2.69E-200,2.143067829,0.835,0.231,8.06E-196,39,CDHR3
5.50E-198,1.135477821,0.68,0.126,1.65E-193,39,LMX1A
2.45E-186,1.757175985,0.929,0.29,7.33E-182,39,RFX4
1.28E-184,0.305162062,0.224,0.015,3.83E-180,39,AL121722.1
4.52E-178,0.478507766,0.332,0.034,1.35E-173,39,ITIH5
3.15E-176,2.557720863,0.994,0.665,9.43E-172,39,RMST
8.90E-169,0.878652864,0.559,0.1,2.66E-164,39,CROT
2.88E-164,0.706239717,0.394,0.051,8.62E-160,39,ABCA13
6.65E-163,1.449896504,0.898,0.306,1.99E-158,39,SULF2
1.81E-161,0.318532528,0.208,0.015,5.41E-157,39,LINC00880
5.56E-159,1.655664942,0.935,0.353,1.66E-154,39,LHFPL6
7.90E-159,1.842359869,0.966,0.413,2.36E-154,39,PTCHD1-AS
3.21E-157,0.382975153,0.298,0.031,9.60E-153,39,GALR1
6.10E-155,1.853251326,0.991,0.472,1.83E-150,39,ADGRV1
3.00E-154,1.15786024,0.708,0.176,8.98E-150,39,DNAH7
2.96E-149,0.951363929,0.593,0.124,8.86E-145,39,AC124254.1
9.06E-148,1.051718531,0.711,0.171,2.71E-143,39,FOXP2
5.38E-145,0.724094764,0.503,0.091,1.61E-140,39,CFAP46
1.71E-144,1.21483936,0.804,0.258,5.12E-140,39,C3orf58
1.77E-143,1.120383672,0.842,0.261,5.30E-139,39,PDLIM5
3.45E-143,0.285545671,0.214,0.018,1.03E-138,39,FAM198B
2.50E-137,1.068912915,0.705,0.203,7.48E-133,39,SSFA2
2.28E-134,0.351902385,0.211,0.018,6.81E-130,39,AC073941.1
9.96E-134,1.577138201,0.941,0.43,2.98E-129,39,CREB5
1.43E-132,1.355756169,0.789,0.256,4.26E-128,39,GRIN2A
2.32E-131,0.864819663,0.581,0.133,6.94E-127,39,IGDCC3
6.01E-131,1.429518991,0.994,0.683,1.80E-126,39,PSD3
1.07E-128,1.480968014,0.925,0.432,3.19E-124,39,SLIT1
5.30E-128,0.591949846,0.391,0.062,1.58E-123,39,LRRC9
2.37E-125,1.48358079,0.988,0.72,7.09E-121,39,NHS
3.14E-125,0.935360046,0.665,0.172,9.38E-121,39,RNF220
2.22E-122,0.429636509,0.326,0.045,6.63E-118,39,DRC1
1.68E-121,0.630947995,0.419,0.073,5.01E-117,39,CD44
1.16E-120,1.38573848,0.997,0.905,3.46E-116,39,DST
8.81E-119,1.612091954,0.724,0.222,2.64E-114,39,IGFBP5
2.71E-118,0.806927874,0.559,0.132,8.11E-114,39,SPATA17
4.10E-118,1.24655279,0.811,0.314,1.23E-113,39,PRICKLE2
4.82E-118,1.154233314,0.848,0.285,1.44E-113,39,COL4A6
5.77E-118,1.320670379,0.997,0.817,1.73E-113,39,PLEKHA5
5.87E-118,0.446639827,0.311,0.043,1.76E-113,39,SPAG6
8.62E-117,0.578324628,0.404,0.07,2.58E-112,39,VWA3A
6.14E-116,1.298232144,0.984,0.774,1.84E-111,39,RFX3
5.85E-114,0.950642985,0.817,0.263,1.75E-109,39,WLS
2.94E-113,0.917934946,0.63,0.177,8.79E-109,39,BMP7
6.32E-112,0.783505369,0.553,0.136,1.89E-107,39,IRS1
1.74E-111,0.453215729,0.363,0.06,5.21E-107,39,CDO1
1.99E-110,1.318031009,0.885,0.411,5.95E-106,39,KCTD16
2.92E-110,0.614926879,0.41,0.075,8.72E-106,39,NPNT
5.55E-110,0.310380244,0.211,0.022,1.66E-105,39,CFAP52
5.30E-109,0.815025316,0.627,0.176,1.59E-104,39,HYDIN
2.66E-107,0.258657875,0.193,0.019,7.97E-103,39,S100A10
4.48E-106,1.060094975,0.665,0.205,1.34E-101,39,WWTR1
1.02E-105,0.744111833,0.575,0.141,3.05E-101,39,OTX2-AS1
4.21E-105,0.662423772,0.453,0.096,1.26E-100,39,CFAP54
3.14E-103,0.514964435,0.37,0.067,9.40E-99,39,MATN2
3.71E-103,0.969995003,0.665,0.208,1.11E-98,39,GPC4
1.34E-102,0.631662798,0.388,0.074,4.00E-98,39,DNAH9
1.79E-101,1.112801625,0.789,0.3,5.36E-97,39,PDZRN3
1.27E-100,0.741744905,0.562,0.147,3.81E-96,39,ACSS3
4.14E-100,1.366473936,0.929,0.588,1.24E-95,39,PITPNC1
5.31E-100,0.813260588,0.571,0.15,1.59E-95,39,ADAMTS9
7.07E-100,1.381545878,0.953,0.653,2.12E-95,39,NTRK2
1.92E-99,1.113347474,0.922,0.373,5.73E-95,39,COL4A5
7.78E-99,0.820072847,0.55,0.145,2.33E-94,39,ARHGAP24
1.63E-97,0.601057404,0.326,0.056,4.87E-93,39,CHST9
6.19E-95,0.520950731,0.416,0.086,1.85E-90,39,VEPH1
8.40E-93,1.116241891,0.984,0.828,2.51E-88,39,AKAP6
1.91E-92,0.610252524,0.441,0.1,5.71E-88,39,CFAP43
4.47E-91,0.424728945,0.295,0.048,1.34E-86,39,VCAM1
4.36E-88,0.334229693,0.27,0.042,1.31E-83,39,HEY1
7.38E-87,0.787961309,0.621,0.203,2.21E-82,39,NECTIN3
1.18E-86,1.022021793,0.907,0.466,3.52E-82,39,ZFHX4
6.50E-86,1.02168431,0.811,0.337,1.94E-81,39,VIM
7.09E-86,0.702896332,0.553,0.162,2.12E-81,39,PON2
5.11E-85,0.29005633,0.224,0.031,1.53E-80,39,ABCC9
9.91E-85,0.93533469,0.823,0.348,2.96E-80,39,PLEKHG1
4.13E-84,0.464814603,0.304,0.054,1.24E-79,39,CTXND1
7.01E-84,1.02675309,0.786,0.355,2.10E-79,39,ITGB8
1.51E-83,0.585181681,0.497,0.131,4.51E-79,39,ARHGEF26
1.56E-83,0.498762327,0.332,0.064,4.66E-79,39,RASGRF2
3.07E-83,0.575019461,0.419,0.097,9.19E-79,39,CFAP47
3.71E-82,0.929819887,0.649,0.228,1.11E-77,39,AL022068.1
4.66E-82,0.949629792,0.792,0.329,1.39E-77,39,LRIG1
1.38E-80,0.293313504,0.208,0.028,4.12E-76,39,MAOB
1.76E-80,1.214160875,0.696,0.278,5.25E-76,39,GABRG3
3.81E-80,0.381856869,0.298,0.054,1.14E-75,39,NPTX2
1.07E-79,1.002885801,0.894,0.49,3.21E-75,39,PLXDC2
3.84E-79,1.018323613,0.957,0.717,1.15E-74,39,TSC22D1
1.36E-78,0.619877273,0.475,0.127,4.05E-74,39,ZFHX4-AS1
2.53E-78,0.96939353,0.938,0.637,7.56E-74,39,FNDC3B
4.32E-77,0.636515078,0.562,0.164,1.29E-72,39,SULF1
1.58E-76,0.749961111,0.584,0.192,4.73E-72,39,ANKFN1
1.68E-76,1.008136884,0.991,0.796,5.03E-72,39,MIR99AHG
2.44E-76,0.59210146,0.516,0.151,7.29E-72,39,PAWR
2.72E-76,0.99448966,0.975,0.677,8.12E-72,39,MAML2
2.72E-75,0.870276861,0.73,0.314,8.14E-71,39,ANKRD6
4.48E-75,0.437501746,0.354,0.077,1.34E-70,39,DUSP10
2.66E-74,0.691129464,0.599,0.2,7.96E-70,39,YAP1
3.02E-74,0.868671228,0.879,0.488,9.03E-70,39,AKAP13
7.56E-74,0.548694908,0.472,0.132,2.26E-69,39,ID4
1.93E-73,0.688125871,0.506,0.16,5.78E-69,39,ADSS
2.51E-73,0.269442336,0.208,0.03,7.52E-69,39,TEKT1
8.76E-73,0.655176407,0.5,0.146,2.62E-68,39,NES
3.71E-71,0.764795562,0.95,0.68,1.11E-66,39,MID1
6.33E-71,0.409659381,0.264,0.049,1.89E-66,39,ABCA8
3.33E-70,0.988806997,0.671,0.265,9.96E-66,39,THSD4
4.12E-70,1.120572404,0.593,0.228,1.23E-65,39,SCN1A
1.04E-69,0.95480895,0.773,0.362,3.11E-65,39,LIFR
1.89E-67,0.435138252,0.276,0.054,5.66E-63,39,AC005062.1
